entry_id,batch_id,candidate_webp,candidate_png,final_webp,final_png,size,old_final_webp_bytes,new_final_webp_bytes,old_final_png_bytes,new_final_png_bytes
A-10,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-10_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-10_candidate.png,assets/ponchi/final/A-10.webp,assets/ponchi/final/A-10.png,1254x627,44612,25850,706749,23399
A-11,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-11_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-11_candidate.png,assets/ponchi/final/A-11.webp,assets/ponchi/final/A-11.png,1254x627,47448,22782,713938,22331
A-1,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-1_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-1_candidate.png,assets/ponchi/final/A-1.webp,assets/ponchi/final/A-1.png,1254x627,66368,20530,796978,21037
A-2,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-2_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-2_candidate.png,assets/ponchi/final/A-2.webp,assets/ponchi/final/A-2.png,1254x627,52608,29250,746670,26725
A-3,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-3_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-3_candidate.png,assets/ponchi/final/A-3.webp,assets/ponchi/final/A-3.png,1254x627,52308,24646,731253,24117
A-4,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-4_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-4_candidate.png,assets/ponchi/final/A-4.webp,assets/ponchi/final/A-4.png,1254x627,41904,27754,721330,25119
A-5,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-5_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-5_candidate.png,assets/ponchi/final/A-5.webp,assets/ponchi/final/A-5.png,1254x627,55440,23030,752953,22639
A-6,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-6_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-6_candidate.png,assets/ponchi/final/A-6.webp,assets/ponchi/final/A-6.png,1254x627,43154,25028,714222,23491
A-7,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-7_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-7_candidate.png,assets/ponchi/final/A-7.webp,assets/ponchi/final/A-7.png,1254x627,32220,18936,663992,18540
A-8,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-8_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-8_candidate.png,assets/ponchi/final/A-8.webp,assets/ponchi/final/A-8.png,1254x627,38548,20854,697888,17634
A-9,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/A-9_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/A-9_candidate.png,assets/ponchi/final/A-9.webp,assets/ponchi/final/A-9.png,1254x627,56304,33734,767977,32063
B-1,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-1_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-1_candidate.png,assets/ponchi/final/B-1.webp,assets/ponchi/final/B-1.png,1254x627,57032,31514,722356,101628
B-2,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-2_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-2_candidate.png,assets/ponchi/final/B-2.webp,assets/ponchi/final/B-2.png,1254x627,39634,35304,780599,98410
B-3,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-3_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-3_candidate.png,assets/ponchi/final/B-3.webp,assets/ponchi/final/B-3.png,1254x627,31912,40300,725915,129309
B-4,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-4_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-4_candidate.png,assets/ponchi/final/B-4.webp,assets/ponchi/final/B-4.png,1254x627,37166,31206,719800,88624
B-5,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-5_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-5_candidate.png,assets/ponchi/final/B-5.webp,assets/ponchi/final/B-5.png,1254x627,51792,33248,527558,91572
B-6,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-6_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-6_candidate.png,assets/ponchi/final/B-6.webp,assets/ponchi/final/B-6.png,1254x627,35202,24658,479796,33827
B-7,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-7_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-7_candidate.png,assets/ponchi/final/B-7.webp,assets/ponchi/final/B-7.png,1254x627,47624,32398,568088,95392
B-8,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-8_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-8_candidate.png,assets/ponchi/final/B-8.webp,assets/ponchi/final/B-8.png,1254x627,34326,35800,323111,115393
B-9,ponchi-batch-001,assets/ponchi/final_candidates/ponchi-batch-001/B-9_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-001/B-9_candidate.png,assets/ponchi/final/B-9.webp,assets/ponchi/final/B-9.png,1254x627,30182,30732,434948,82652
B-10,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-10_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-10_candidate.png,assets/ponchi/final/B-10.webp,assets/ponchi/final/B-10.png,1254x627,32744,51894,437152,629742
B-11,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-11_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-11_candidate.png,assets/ponchi/final/B-11.webp,assets/ponchi/final/B-11.png,1254x627,36526,59816,482930,612720
B-12,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-12_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-12_candidate.png,assets/ponchi/final/B-12.webp,assets/ponchi/final/B-12.png,1254x627,28476,53954,351248,568342
B-13,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-13_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-13_candidate.png,assets/ponchi/final/B-13.webp,assets/ponchi/final/B-13.png,1254x627,34138,60012,470346,69121
B-14,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-14_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-14_candidate.png,assets/ponchi/final/B-14.webp,assets/ponchi/final/B-14.png,1254x627,28476,45860,379481,557598
B-15,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-15_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-15_candidate.png,assets/ponchi/final/B-15.webp,assets/ponchi/final/B-15.png,1254x627,31146,56490,428378,73878
B-16,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-16_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-16_candidate.png,assets/ponchi/final/B-16.webp,assets/ponchi/final/B-16.png,1254x627,41678,62408,456095,81886
B-17,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-17_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-17_candidate.png,assets/ponchi/final/B-17.webp,assets/ponchi/final/B-17.png,1254x627,38780,70902,443200,81662
B-18,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-18_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-18_candidate.png,assets/ponchi/final/B-18.webp,assets/ponchi/final/B-18.png,1254x627,31762,48576,485414,75335
B-19,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-19_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-19_candidate.png,assets/ponchi/final/B-19.webp,assets/ponchi/final/B-19.png,1254x627,35520,61832,363624,647164
B-20,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-20_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-20_candidate.png,assets/ponchi/final/B-20.webp,assets/ponchi/final/B-20.png,1254x627,35628,47704,408866,577007
B-21,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-21_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-21_candidate.png,assets/ponchi/final/B-21.webp,assets/ponchi/final/B-21.png,1254x627,23916,50102,325384,601032
B-22,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-22_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-22_candidate.png,assets/ponchi/final/B-22.webp,assets/ponchi/final/B-22.png,1254x627,34230,61016,308804,619316
B-23,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-23_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-23_candidate.png,assets/ponchi/final/B-23.webp,assets/ponchi/final/B-23.png,1254x627,41060,52866,425294,613917
B-24,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-24_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-24_candidate.png,assets/ponchi/final/B-24.webp,assets/ponchi/final/B-24.png,1254x627,30932,55558,358287,616387
B-25,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-25_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-25_candidate.png,assets/ponchi/final/B-25.webp,assets/ponchi/final/B-25.png,1254x627,40128,59456,449245,626189
B-26,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-26_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-26_candidate.png,assets/ponchi/final/B-26.webp,assets/ponchi/final/B-26.png,1254x627,29024,54882,318027,612482
B-27,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-27_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-27_candidate.png,assets/ponchi/final/B-27.webp,assets/ponchi/final/B-27.png,1254x627,27504,53346,336509,587057
B-28,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-28_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-28_candidate.png,assets/ponchi/final/B-28.webp,assets/ponchi/final/B-28.png,1254x627,39090,44294,396700,584237
B-29,ponchi-batch-002,assets/ponchi/final_candidates/ponchi-batch-002/B-29_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-002/B-29_candidate.png,assets/ponchi/final/B-29.webp,assets/ponchi/final/B-29.png,1254x627,31952,60658,329952,629193
B-30,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-30_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-30_candidate.png,assets/ponchi/final/B-30.webp,assets/ponchi/final/B-30.png,1254x627,40632,38948,492892,574523
B-31,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-31_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-31_candidate.png,assets/ponchi/final/B-31.webp,assets/ponchi/final/B-31.png,1254x627,38680,61932,399088,684276
B-32,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-32_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-32_candidate.png,assets/ponchi/final/B-32.webp,assets/ponchi/final/B-32.png,1254x627,44264,54576,433520,637596
B-33,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-33_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-33_candidate.png,assets/ponchi/final/B-33.webp,assets/ponchi/final/B-33.png,1254x627,40774,45278,439321,629982
B-40,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-40_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-40_candidate.png,assets/ponchi/final/B-40.webp,assets/ponchi/final/B-40.png,1254x627,46034,60120,406366,665485
B-41,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-41_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-41_candidate.png,assets/ponchi/final/B-41.webp,assets/ponchi/final/B-41.png,1254x627,43488,66540,440462,678155
B-50,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-50_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-50_candidate.png,assets/ponchi/final/B-50.webp,assets/ponchi/final/B-50.png,1254x627,37600,59688,394028,668953
B-51,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-51_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-51_candidate.png,assets/ponchi/final/B-51.webp,assets/ponchi/final/B-51.png,1254x627,35370,64552,378079,651404
B-52,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-52_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-52_candidate.png,assets/ponchi/final/B-52.webp,assets/ponchi/final/B-52.png,1254x627,34710,44570,363483,607291
B-60,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-60_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-60_candidate.png,assets/ponchi/final/B-60.webp,assets/ponchi/final/B-60.png,1254x627,40130,54906,437941,647381
B-61,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/B-61_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/B-61_candidate.png,assets/ponchi/final/B-61.webp,assets/ponchi/final/B-61.png,1254x627,43222,51426,425157,61935
C-1,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-1_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-1_candidate.png,assets/ponchi/final/C-1.webp,assets/ponchi/final/C-1.png,1254x627,42028,67862,433436,676794
C-2,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-2_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-2_candidate.png,assets/ponchi/final/C-2.webp,assets/ponchi/final/C-2.png,1254x627,36542,53808,466463,631164
C-3,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-3_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-3_candidate.png,assets/ponchi/final/C-3.webp,assets/ponchi/final/C-3.png,1254x627,37720,57828,385367,656249
C-4,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-4_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-4_candidate.png,assets/ponchi/final/C-4.webp,assets/ponchi/final/C-4.png,1254x627,34254,62318,355791,652368
C-5,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-5_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-5_candidate.png,assets/ponchi/final/C-5.webp,assets/ponchi/final/C-5.png,1254x627,34422,61090,549223,655660
C-6,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-6_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-6_candidate.png,assets/ponchi/final/C-6.webp,assets/ponchi/final/C-6.png,1254x627,42614,49950,598996,560344
C-7,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-7_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-7_candidate.png,assets/ponchi/final/C-7.webp,assets/ponchi/final/C-7.png,1254x627,51424,62490,575998,662365
C-8,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-8_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-8_candidate.png,assets/ponchi/final/C-8.webp,assets/ponchi/final/C-8.png,1254x627,38396,55196,478715,592722
C-9,ponchi-batch-003,assets/ponchi/final_candidates/ponchi-batch-003/C-9_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-003/C-9_candidate.png,assets/ponchi/final/C-9.webp,assets/ponchi/final/C-9.png,1254x627,52960,67870,640946,663028
C-10,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-10_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-10_candidate.png,assets/ponchi/final/C-10.webp,assets/ponchi/final/C-10.png,1254x627,39120,73640,534794,750998
C-11,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-11_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-11_candidate.png,assets/ponchi/final/C-11.webp,assets/ponchi/final/C-11.png,1254x627,37608,85302,501882,88066
C-12,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-12_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-12_candidate.png,assets/ponchi/final/C-12.webp,assets/ponchi/final/C-12.png,1254x627,56224,73772,669516,704172
C-13,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-13_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-13_candidate.png,assets/ponchi/final/C-13.webp,assets/ponchi/final/C-13.png,1254x627,25330,85756,395089,88964
C-14,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-14_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-14_candidate.png,assets/ponchi/final/C-14.webp,assets/ponchi/final/C-14.png,1254x627,35558,71842,486688,702495
C-50,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-50_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-50_candidate.png,assets/ponchi/final/C-50.webp,assets/ponchi/final/C-50.png,1254x627,32828,52172,439700,655003
C-51,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-51_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-51_candidate.png,assets/ponchi/final/C-51.webp,assets/ponchi/final/C-51.png,1254x627,38492,74772,539093,739034
C-52,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-52_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-52_candidate.png,assets/ponchi/final/C-52.webp,assets/ponchi/final/C-52.png,1254x627,50032,79146,594842,727667
C-53,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-53_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-53_candidate.png,assets/ponchi/final/C-53.webp,assets/ponchi/final/C-53.png,1254x627,51418,77672,619034,665746
C-54,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-54_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-54_candidate.png,assets/ponchi/final/C-54.webp,assets/ponchi/final/C-54.png,1254x627,42868,82864,533745,741202
C-55,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-55_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-55_candidate.png,assets/ponchi/final/C-55.webp,assets/ponchi/final/C-55.png,1254x627,48846,77382,592831,709426
C-56,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-56_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-56_candidate.png,assets/ponchi/final/C-56.webp,assets/ponchi/final/C-56.png,1254x627,47836,105138,697900,821096
C-57,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-57_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-57_candidate.png,assets/ponchi/final/C-57.webp,assets/ponchi/final/C-57.png,1254x627,49444,80610,565058,718030
C-58,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-58_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-58_candidate.png,assets/ponchi/final/C-58.webp,assets/ponchi/final/C-58.png,1254x627,39434,104364,669220,110799
C-59,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-59_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-59_candidate.png,assets/ponchi/final/C-59.webp,assets/ponchi/final/C-59.png,1254x627,46592,112636,560033,109230
C-60,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-60_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-60_candidate.png,assets/ponchi/final/C-60.webp,assets/ponchi/final/C-60.png,1254x627,42886,76834,582630,743973
C-80,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-80_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-80_candidate.png,assets/ponchi/final/C-80.webp,assets/ponchi/final/C-80.png,1254x627,42860,82848,455781,104824
C-81,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-81_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-81_candidate.png,assets/ponchi/final/C-81.webp,assets/ponchi/final/C-81.png,1254x627,50358,99156,548878,103507
C-82,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-82_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-82_candidate.png,assets/ponchi/final/C-82.webp,assets/ponchi/final/C-82.png,1254x627,41736,113206,458279,152331
C-83,ponchi-batch-004,assets/ponchi/final_candidates/ponchi-batch-004/C-83_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-004/C-83_candidate.png,assets/ponchi/final/C-83.webp,assets/ponchi/final/C-83.png,1254x627,62356,81406,788133,105104
D-10,ponchi-batch-005,assets/ponchi/final_candidates/ponchi-batch-005/D-10_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-005/D-10_candidate.png,assets/ponchi/final/D-10.webp,assets/ponchi/final/D-10.png,1254x627,37258,83122,603890,94268
D-11,ponchi-batch-005,assets/ponchi/final_candidates/ponchi-batch-005/D-11_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-005/D-11_candidate.png,assets/ponchi/final/D-11.webp,assets/ponchi/final/D-11.png,1254x627,27580,80950,306694,92835
D-12,ponchi-batch-005,assets/ponchi/final_candidates/ponchi-batch-005/D-12_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-005/D-12_candidate.png,assets/ponchi/final/D-12.webp,assets/ponchi/final/D-12.png,1254x627,48778,60370,557268,671505
D-13,ponchi-batch-005,assets/ponchi/final_candidates/ponchi-batch-005/D-13_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-005/D-13_candidate.png,assets/ponchi/final/D-13.webp,assets/ponchi/final/D-13.png,1254x627,37486,68286,628235,84418
D-14,ponchi-batch-005,assets/ponchi/final_candidates/ponchi-batch-005/D-14_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-005/D-14_candidate.png,assets/ponchi/final/D-14.webp,assets/ponchi/final/D-14.png,1254x627,46194,61024,618756,628755
D-1,ponchi-batch-005,assets/ponchi/final_candidates/ponchi-batch-005/D-1_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-005/D-1_candidate.png,assets/ponchi/final/D-1.webp,assets/ponchi/final/D-1.png,1254x627,29424,60254,396383,625890
D-20,ponchi-batch-005,assets/ponchi/final_candidates/ponchi-batch-005/D-20_candidate.webp,assets/ponchi/final_candidates/ponchi-batch-005/D-20_candidate.png,assets/ponchi/final/D-20.webp,assets/ponchi/final/D-20.png,1254x627,35756,76586,381816,91682
